Title,Content,Date of Experience,Review Date,Rating,Reviewer Name,Location,No of reviews given
Stay Away from Company Wex Photo Video,"I bought an item online (SIGMA 60mm F2.8 DN Lens BLACK- Sony E-Mount). The staff are very unprofessional, unhelpful, and rude.Crap customer service. Absolutely disgraceful service.
Catalin",2023-10-29T00:00:00Z,2023-11-10T14:19:22Z,1,Catalin T,,6
Constant email bombardent for review,Constant email bombardent for review,2023-10-30T00:00:00Z,2023-11-10T10:13:08Z,1,Mr Mole,,6
unable to contact shop or customer service,Ordered and collected DJI MIC from Wex Birmingham. Opened box at home and found instructions unhelpful. Scanned QR code but instructions didn’t work. Rang WEX for help but unable to speak to anyone on any of their numbers. Obliged to travel 20 miles to return item to shop. Never again!,2023-11-03T00:00:00Z,2023-11-03T18:12:22Z,1,Peter Morris,,2
I returned the item because of…,I returned the item because of condition when it arrived. There has been many problems on going since due to your online staff organizing. please could you contact me. ASP,2023-10-28T00:00:00Z,2023-11-03T14:53:05Z,1,Mike,,7
Going downhill fast,Incapable of following delivery instructions. Nowhere near as reliable as they were.,2023-10-09T00:00:00Z,2023-10-21T11:06:15Z,1,PeterJ,,29
Been waiting a week for order have had…,Been waiting a week for order have had no notifications of when it might arrive.?,2023-10-14T00:00:00Z,2023-10-20T12:23:53Z,1,Suzan Angela Moore,,2
"Good offers, WEX part ex absolutely awful.","* WEX replied to my original review on Trustpilot saying they would “be in touch” they haven’t. Avoid WEX part exchange like the plague. 
I’ve had to update my review due to trying to trade in goods. If you’re buying new then see the first section, if you want the bad parts please skip down the review to part two. 1: Good offers, exceptional delivery, fast and efficient. There was an issue with my selected delivery and my location, a staff member phoned me very shortly after order to explain and discuss alternatives. On the website there’s an amazing selection of new and used. 2: part exchange. So I bought a new camera and used the Partex form to sell my equipment I no longer need. The online form has a drop down menu to select your gear however not everything you want/need to sell is on there. They send a free shipping label for DPD to collect which is great so all I had to do was box and send it all off. I sent every last piece of Fujifilm equipment, accessories and boxes I have in my possession as it’s no longer useful to me. All items visually look as new, all items have the original box, original packaging and all original accessories with each item. Sent the box away no issues. Next time I hear from WEX it’s to say there’s accessories “missing”. Wrapping cloths and chargers. Every single thing I originally bought and received from WEX where this kit came from was in the box. The X-T3 kit I sent back supposedly is “missing” the UK plug for the charger. When I bought and received the camera from WEX 3 years ago it was never in the box. They are adamant it was. So I’ve asked if my items a genuine UK model after calling them and the chap on the phone was very short saying they only sell genuine UK equipment from Fujifilm UK. I’ve been in touch with Fujifilm UK with my serial number to check if my item is as stated, a genuine UK model or a US model or different as I now suspect. When I bought the camera and opened the box originally the box had the factory seal and I was disappointed it needed an adapter for me to charge the battery. This was my very first Fujifilm camera so my thoughts originally were its odd it didn’t have a UK plug but it’s also a Japanese company so maybe that’s why it only came with a two pin plug. I still await Fujifilm UK’s response to my serial number query.  So my quote was reduced for “parts missing” I never had in the first place. Secondly there’s a “wrapping cloth” missing from my X-T3 half leather case, when questioned I got the response that they “found” it again. And now for the fun part. I also sent away a xf 100-400mm lens which is the most expensive item I own. This came back after the appraisal as being “damaged”. I’ve been told there’s “heavy moisture” in the rear optic. The lens is stored in the same bag, in the same place and used in the same locations as all my other kit which has come back as being fine. So I questioned this and was told when going from cold to warm locations the rear optic “fogs up”. I asked for any evidence of this and I wanted pictures or something, anything, when the lens was sent away it was in my eyes, and I checked it, in perfect working order. I got back a quote for repair for some £200+ odd but zero evidence. So I rang them and I was told once the kit has been checked the first time they don’t check it again and won’t photograph it or show me any evidence of what they found. So I’m now thinking they are trying to scam me. They quoted nearly £600 trade in, down graded the lens and said it needed repairs, so at the end of the day once (if) I paid for repairs I have no idea it needs or not I would get back £200! So I declined and had the kit sent back to me. All my stuff was sent back via Parcelforce on 24hr express on the Monday, I never received it until the Wednesday, when it came the Parcelforce delivery driver said be careful with the box as it’s all come undone. He handed me a cardboard box with the bottom and top fully open! He photographed the box open on my doorstep and I took it inside. When the box was taped closed it was taped with 3/4 of the tape missing the joints so it’s busted open. I checked everything inside and luckily for me and WEX everything was present and correct. I’ve checked my xf 100-400 and for the life of me I can still not see any moisture, even when going from hot and cold areas, I’ve checked with a magnifying glass and cannot see any evidence of any moisture inside. So my take on this is, be cautious if your trading kit in. If your most expensive item comes back as needing repair don’t just jump straight in and pay it, it might not need it, and if your buying new just be 100% sure the item you buy is actually the UK item you intended to buy. Not sure if WEX is a scam company or not now but anyone who won’t supply evidence to back up work is very dodgy to me. They were my go to but I might have to rethink this.",2023-10-07T00:00:00Z,2023-10-13T10:10:35Z,1,LEAIM,,29
A true bunch of cowboys who don't…,"A true bunch of cowboys who don't understand the film business. I ordered urgently and paid for a stock item in March to discover it was not in stock, they finally delivered the item in October.",2023-10-04T00:00:00Z,2023-10-10T10:24:15Z,1,Glen Harvey Jones,,13
Ordered a macro lens,Ordered a macro lens. Wex cancelled my order then reordered the lens but send a different 1 without telling me then as a goodwill gesture offered me a £50 voucher to use at wex which I never got. Useless. Would never order from them again.,2023-09-29T00:00:00Z,2023-10-05T16:18:40Z,1,Danny Moore,,6
The item still has not arrived. Tracking code was wrong.,The item still has not arrived after 11 days. It was ordered on 22nd September. The tracking code did not work - sent by DPD but a Parcel Force link. It took me 3 attempts with support to even get a working link. According to the tracking the item has now been sitting in Athlone (Ireland) for 7 days.,2023-09-25T00:00:00Z,2023-10-03T22:15:19Z,1,Simon,,1
No support when things are faulty,"Ok at selling but beware when things go wrong you they are not interested 
Having spent a few thousand pounds with this company including a new Canon R5 when I asked for help with a faulty item under warranty I am still waiting for any help 
A guy named Martin eventually stopped replying to my request for help and I will not be buying from this outfit again as customer care once purchased is zero in my experience",2023-09-29T00:00:00Z,2023-09-29T23:11:56Z,1,David Booth,,33
Poor Customer Service,"I returned a faulty item (lens) for repair, WEX tried to deny responsibility and told me that my fault was not covered by the warranty. Eventually they accepted responsibility for the repair and sent my lens away for service. When the lens was returned to WEX from the repair centre I informed them that I would prefer to trade it in against a new camera rather than have it back. They then told me there was another fault on the lens, this time the blame was put on the repairers who WEX claimed had striped the thread on the tripod mount whilst carrying out the initial repair. I definitely didn't want it back after this but was offered a trade in price almost 30% below what I had paid 5 months previously. In my opinion the credit should have been for the full original purchase price. I feel like I have been well and truly done over.",2023-09-22T00:00:00Z,2023-09-28T12:11:50Z,1,Les Stott,,7
Royal Mail have not delivered the lens…,"Royal Mail have not delivered the lens - they did not make any attempt to see if we are in they just left with the lens and left us with the job of trying to get it from them. I still have not managed to do that - I feel really let down I wanted the lens for this weekend and due to their poor customer service, I have not been able to use it",2023-09-13T00:00:00Z,2023-09-24T13:30:02Z,1,David Wade,,12
Horrible Customer Service at Manchester Store.,"Horrible cusomer service, they bahave like they own the place not like employees. I was attacked by the store manager (Manchester), reported to Wex and nothing happen. I buy online, still a customer but never recomend wex for the customer service are horrible. They keep asking for review every time i buy something, and there it is. Not recomended!",2023-09-07T00:00:00Z,2023-09-19T16:51:38Z,1,Ñ. Constantin,,10
was told the bag i ordered for my…,was told the bag i ordered for my camera and lens would fit perfectly. tried it once and it didn't fit. when they issued a refund it said on the returns form that i had changed my mind!,2023-09-12T00:00:00Z,2023-09-19T13:23:38Z,1,scott pattinson,"cruden bay, GB",18
No delivery,"My parcel containing a lens has not been delivered
Parcel Force keep saying they have attempted delivery but on each occasion no one has been to the house.
Its almost impossible to get to speak to someone.",2023-09-11T00:00:00Z,2023-09-18T18:31:37Z,1,Anthony Lovell,,10
ordered with plan to deliver next day…,"ordered with plan to deliver next day (Friday) had shoot worth £550 on Saturday, roll didn't arrive so moved shoot date to Tuesday 12 Sept backdrop roll still not here (I emailed Monday 10 Sept and had no reply, so then called). Delivered to wrong address. I have now lost my long term client. Zero compensation offered.",2023-09-06T00:00:00Z,2023-09-13T10:21:26Z,1,iDesign Limited,,1
Disappointed with the service…,Very disappointed with the service level after purchasing a very expensive Epson Scanner. Scanner packed up after a few months and has been with Wex since 22nd August. Had very little communication since. Chased last week but no update as to when I can expect it back. Why would they need it for almost a month?,2023-08-22T00:00:00Z,2023-09-11T16:56:18Z,1,S O,,8
Website is misleading,Website is misleading. I had 5 of an item in my  basket - paid for next day delivery based on this to find just one in stock and no clear date if and when others would be sent - A waste of the next day delivery fee and a delay in me getting what i needed. If it was clear I wouldnt have bothered ordering and I would have got what i need in good time,2023-09-03T00:00:00Z,2023-09-11T09:51:20Z,1,KELLY BEVINS,,3
"Wex, please use a decent courier company!","Wex are great and would normally receive five stars but they continue to use Parcelforce who are useless. I have had  four deliveries from Wex this year and issues with two of them. The latest delivery was due today and the parcel has been showing out for delivery all day. Gets to 6.30pm and it's shown as returned to depot. No delivery attempt shown, no card left, no explanation. I only know that delivery was due today because I checked the tracking this morning. There was no text from Parcelforce and no estimated delivery time.",2023-09-08T00:00:00Z,2023-09-08T20:02:04Z,1,Steve Evans,,17
Don’t trade in your equipment here,"I showed up to the London store in person to trade in my equipment. Was told that the process takes 2 to 3 days so I accepted. It has been 18 days and counting, i still don’t have my money refunded. 

Not recommended",2023-08-21T00:00:00Z,2023-09-08T18:09:09Z,1,Julian,,1
Following my recent complaint of not…,Following my recent complaint of not receiving money owed to me by Wex. They contacted me to tell me the lens was promised on Thursday 7th and my monies would then be refunded. Needless to say this hasn’t happened and with the weekend pending this will be a further two days if it is not completed today.,2023-09-05T00:00:00Z,2023-09-08T12:20:09Z,1,David,,6
Delivery problems,Items were shown out of stock with no availability information but it was dispatched almost immediately while I was away. I have not received the items. Parcelforce did not leave a card and there is nothing on their tracking app.,2023-08-24T00:00:00Z,2023-09-05T20:29:03Z,1,Jim,,10
I traded in two cameras and a lens at…,"I traded in two cameras and a lens at the beginning of July. The lens needed a repair, to which I agreed. Here we are in September and I have still not been paid",2023-08-29T00:00:00Z,2023-09-05T10:57:48Z,1,David,,6
To use a Courier or NOT,"I ordered a product that was quite small and although I ordered double it was still small. 
The items were sent by Courier rather than Royal Mail. Courier advised delivery time followed by a text some hours earlier saying it couldn’t be delivered. It took anothe two days! Rubbish service.",2023-08-28T00:00:00Z,2023-09-05T09:57:36Z,1,Enid Reading,,23
3 faulty bowens lights in a row,3 faulty bowens lights in a row. No option to replace as the batch is clearly faulty.,2023-08-10T00:00:00Z,2023-08-17T10:12:44Z,1,Trudi,,4
Ordered a used Sony camera over the…,"Ordered a used Sony camera over the phone.  Told it would arrive in a couple of days.  When no dispatch email arrived I phone, only to be told the same camera had been sold to 3 people.  Luckily there was another second hand one, although not the one I wanted as it had no eye cup, but as I had sold me camera, I needed it, which I now have.   Worst of all I only found out because I phoned in.   Poor customer relations.",2023-08-06T00:00:00Z,2023-08-13T11:09:14Z,1,Mr Kirk,,36
Ordered a wacom cintiq with a stand…,"Ordered a wacom cintiq with a stand sometime last week and it was scheduled for delivery on Friday. I was reluctant to place the order because one of the shipping options was parcelforce and I avoid them because of poor service they have provided over the years. 

Both my husband and I work from home, and we were checking the tracking. There I am in the kitchen and see parcelforce van riding away from houses on neighbouring street. So much for that delivery. Of course they claimed they tried. Next attempt on Monday looked just the same, they did not even bother trying. No note, nothing. My husband called parcelforce to ask what's up with the parcel. Sounded like they'd be helpful but no. Still nothing. So I am out of money and out of tablet, unable to do my work.

So why are you getting one star? For trusting such notoriously unreliable company with my money and not giving me an option to chose anyone else.",2023-08-07T00:00:00Z,2023-08-07T16:36:04Z,1,Lazy Octopus,,20
No Support,"I sent Wex my Profoto flash for repair. They returned it via Parcel Force with a 24 hour service. But no delivery was attempted and the parcel has sat all week at a Parcel Force facility because apparently they cannot find my address. Everyone else can so why not Parcel Force?
Perhaps Wex labelled the package with an incorrect address or maybe Parcel Force has just screwed up. 
Either way I have asked Wex a couple or times for help in getting my flash back but I have heard nothing and my expensive flash just sits with Parcel Force.
I have also tried contacting Parcel Force but have yet to succeed.",2023-08-05T00:00:00Z,2023-08-05T05:26:40Z,1,Darrill,,30
Needs to be re trained in retail sales,Cambridge WEX store. When a customer asks a question...4 times to a member of staff concerning USB leads etc...one would expect a knowledgable answer...sadly this didn't happen. The member of staff also showed signs of arrogance towards this customer...needs to be re trained in retail sales !! After 'phoning yesterday I was told that the Cambridge store would 'phone me to arrange a refund for the replacement USB cable that I had to find and finance after the first replacement cable was also incorrect. I'm still waiting for that call. I've praised WEX with 5 star revies in the past...but in this instance WEX Cambridge have let me down...,2023-07-27T00:00:00Z,2023-08-03T11:08:20Z,1,brian harris,,23
Camera didn't work upon arriving.,Camera didn't work upon arriving.,2023-07-18T00:00:00Z,2023-07-31T17:38:44Z,1,Craig Harriman,,3
Might be a better to start again,"Might be a better experience starting from scratch with WIX, but the transfer process from another site has been unnecessarily complicated.  The tools are also difficult to navigate by comparison but will give good results when completed, so lots of patience required to work with this site builder.",2023-07-13T00:00:00Z,2023-07-25T11:10:56Z,1,Robert Wyper,,6
Delivery didn't arrive,"Delivery didn't arrive, no card left, had to go to post office to get the order.",2023-07-18T00:00:00Z,2023-07-25T10:41:31Z,1,GABRIEL,,6
Camera not in stock and still out for…,Camera not in stock and still out for delivery after a week. Shocking. I’ve purchased a lot from you over the years. Never again!,2023-07-22T00:00:00Z,2023-07-23T10:46:53Z,1,Mr Tiley,,3
Awful customer service,"Awful customer service

Failed to deliver my camera for my rental, phoned customer service and said nothing they could do. Managed to get the consignment number and re-route the DPD driver and by the skin of my teeth get it myself. Then tried to log a complaint and the company had blocked my email address. Absolute joke of a company",2023-07-01T00:00:00Z,2023-07-22T10:58:48Z,1,Haz,,1
Trade in is as painful as it can be. Selling faulty stuff and mismatching accessories,"Dropped an item for trade in the Birmingham store. 5 days later I received an email saying one of the accessories was missing, in this case the battery, reason why they offered me £60 less. All of the items were checked at the Birmingham store but I’ve also checked the CCTV in my office and I can see clearly that I’ve put the battery in the box before sealing it, 60 minutes before dropping the camera in the store. Now I got to way for them to sort out this mess.
UPDATE: Apparently the battery was the wrong model and that’s why they deducted £60. Funny part is that the camera was bought from them less than 2 months ago and clearly supplied with a mismatch battery. They agreed to honour the initial quote but since they sold me the camera with the wrong battery it’s their problem and will be requested a full refund of the original order. This is the second used camera I bought that had something wrong with it. First order was a canon RP that had bad focus hunting. After returning the RP to the store didn’t process the refund and I had to chase support to get the refund two weeks after. Clearly used items are not verified properly and on trade in they’re happy to give you less money but sell them at twice the price. It’s a gamble dealing with WEX, you might be lucky and get a gem but from my two orders I got two lemons 🥴",2023-07-14T00:00:00Z,2023-07-14T16:37:29Z,1,Cislariu Lucian,,6
Ordered lenses still not here,Ordered lenses. Still not been delivered despite parcelforce having them for 9 days. Have not been able to use the camera I purchased. Was told by customer service that I should have had a contingency plan in place and not relied on them delivering,2023-07-14T00:00:00Z,2023-07-14T14:06:01Z,1,Katel,,6
Misaligned screws and holes,The posing stool did arrive on time however the screw receivers and screw holes were misaligned so I had to drill out two holes in order to fix the seat to the stand.,2023-07-05T23:00:00Z,2023-07-12T10:18:36Z,1,Bill Burnett,,1
They bought a used Celestron telescope,"They bought a used Celestron telescope, it was used, but they said it was in 9+, condition, but some parts were missing, the corrector plate has very dirty in the inside, then it was not possible to clean.",2023-07-11T00:00:00Z,2023-07-11T18:53:56Z,1,Javier Coto-Martinez,,1
Failed delivery and then the customer…,"Failed delivery and then the customer service afterwards is non existent. 
I now feel as if they are ignoring me, all I want to know is what is happening with my order and if it will arrive before I travel on holiday. I know the delivery is not their fault but failing to deal with it afterwards or offer any words of help or reassurance is terrible.
However the fact you can only phone and talk to someone when you are buying and not when you have an issue is appalling.",2023-07-11T00:00:00Z,2023-07-11T18:21:21Z,1,Michael Buckley,,15
Time wasters,"I ordered an open box Asus monitor, 27/6/23, open box is described as new condition. Parcel force 24hr service was delivered a day late despite receiving a text inform me it was due for delivery on the 28/6/23. The monitor didn't function, the screen remained blank despite having power, plus two cables were missing. I don't believe it had been checked before despatch , despite the assurances given to me by WEX when contacted, obviously they didn't check all the cables were included . A return was arranged and collection by parcel force arranged for 3/7/23 . I had a wasted day as parcel force didn't turn up. I had to contact WEX again, collection was  rearranged for 5/7/23. The monitor was collected that day. But still on 10/7/23 I am waiting for a refund and have had to contact them to follow it up.  WEX has wasted a great deal of my time. The courier they use is poor and either they despatched a monitor that was unchecked and broken or parcel force damaged it.",2023-06-29T00:00:00Z,2023-07-10T20:49:23Z,1,EVAN JONES,,2
Nagged.,Sent me three emails to remind me to review. Take the hint. I don't want to leave a review.,2023-06-26T00:00:00Z,2023-07-08T10:15:18Z,1,Peter,,2
Item despatched ahead of indifferent service.Avoid! indicated…,"Item despatched ahead of indicated delivery date - then needed to go & collect.
Chat to Co doesn't work & assumed already contacted by email!
Invitation to opening of new shop received 5 days afterwards.",2023-06-19T23:00:00Z,2023-07-01T11:42:51Z,1,Peter Harding,,34
Poor delivery information and packaging …,"I placed an order for two Hahnal batteries. I received a single battery in torn packaging delivered by the Post Office Delivery. There was no explanation as to why there was only one item. I left it for a few days to see if would arrive and when it didn’t I called the helpline. The call was answered promptly and I was told that it was on back order and after prompting, the advisor said it would be 2-3 weeks. 
I shouldn’t have to waste my time having to chase up short deliveries.",2023-06-21T23:00:00Z,2023-06-28T12:02:58Z,1,Russell L,,12
I ordered a used camera lens which was…,"I ordered a used camera lens which was said to be in excellent condition. Whilst superficially it looked fine, it was actually faulty when you tried to use it. In addition the lens was very poorly packaged and took a day longer to arrive than was promised.",2023-06-13T23:00:00Z,2023-06-20T11:38:51Z,1,David Benton,,1
Still waiting for my delivery,Still waiting for my delivery,2023-06-09T23:00:00Z,2023-06-16T11:06:13Z,1,John Sinclair,,3
Item despatched on Thursday for next…,Item despatched on Thursday for next day delivery. Did not happen. On Monday I went to France on vacation. Parcel Force attempted to deliver on Tuesday and put a card through the door( My door bell ap confirmed this. At this time WEX has £4000 in the bank and I have nothing to show for it.,2023-05-31T22:00:00Z,2023-06-07T22:21:48Z,1,Eric Carter,,11
Item sold when not in stock,Sold me the item. Did not have in stock. Waited for weeks and then the order was cancelled.,2023-05-26T00:00:00Z,2023-06-07T13:17:22Z,1,customer,,1
Disappointing service,"I recently bought a Westcott Solix Bi-Colour 1-Light Compact Kit from Wex. On receiving the item I noticed the screw that attaches the light to a light stand was missing. 

On calling Wex, they said I would need to return it. I suggested they just send me the screw, but they said they could not take one from another kit and i would have to return it but would send out a replacement in time for my shoot in a few days time which sounded  promising. After numerous calls to their customer services to make sure I would get the replacement in time. I then called to confirm the collection had been made so they could send the replacement only to be told they had no stock. I now have no lighting for the shoot tomorrow which was planned well in advance and I’m unable to find the same kit elsewhere. I understand there are stock issues but had I known this was the case I would have kept the damn light and contacted the supplier for the spare part. 

I’m now left with no lighting, and no time to source alternative lighting because of their incompetence. Having used Wex for 18 years, it looks like I will be taking my business elsewhere.

What is more maddening was the attitude of the agent I spoke to on Saturday who seemed uninterested in finding a suitable solution and then didn’t check the stock levels before promising to send one in time for my shoot.",2023-06-05T00:00:00Z,2023-06-05T21:56:39Z,1,Philippa Tanko,,1
Wex cancel PayPal orders!,"My husband ordered a Sony camera yesterday and used PayPal. Order was instantly canceled and WEX said we could only pay by instant bank transfer because they feared fraud!!!! An absolute joke and ridiculous action to take! Why allow PayPal orders if you are going to cancel them? We always use PayPal because of buyer protection. We ordered from Clifton cameras instead and camera arrived safely this afternoon via DPD. Wex lost £1499 because of their actions and also more orders for the future as we were also going to purchase additional cameras, lenses and tech for an upcoming world trip we are taking!",2023-05-30T00:00:00Z,2023-05-31T16:26:02Z,1,Karen Oliver,,5
Stop asking for a review please,Stop asking for a review please,2023-05-19T23:00:00Z,2023-05-31T13:03:28Z,1,customer,,1
Don’t buy pre owned from Wex,"I spent a long time deciding to to buy pre owned.
I was sent a very expensive camera that had  a rating of 9- because there was a cover missing. It stated that the sensor was clean and no dust or marks. After use my photos showed that there was in fact dirt/ residue on the  sensor. Never again, I feel totally let down by Wex I was offered a free clean but that was it, this has cost me money in time and fuel.  I would avoid Wex pre owned.",2023-05-17T00:00:00Z,2023-05-26T19:24:48Z,1,Michael,,5
I brought a profoto A10 from their…,"I brought a profoto A10 from their website and I noticed less than two weeks of my purchase that there was a screw missing from it and something was loose inside of it. They said they will send it off for for repair and it will take 10 days. This was nearly a month ago. 

After chasing up the issue. They then said they can’t repair it and I will get a replacement. However, I am still waiting for my replacement and they have no update when I will get it. Not happy at all /:",2023-04-28T00:00:00Z,2023-05-25T17:23:46Z,1,PJ,,1
Delivery very bad time,Delivery very bad time. And they can't find my address,2023-05-15T23:00:00Z,2023-05-22T10:03:25Z,1,customer,,1
Really disappointing part exchange,"Really disappointing. I was selling second had Nikon equipment while briefly flying though London. Fair enough that they did not want to keep the prices of the original quote they had sent me a number of months ago, although the reduction was very significant. What upset me was the fact that it took 5 hours to have my equipment valued and then when I agreed and it was sent to there HQ they decline some items and renegotiated the prices on others (by which time I had left the country). In addition, on the teleconverter which I decided not to sell I only released once back home they had put the wrong lens cap back on (it does not fit correctly). Much better experience with others.",2023-02-13T00:00:00Z,2023-05-20T15:28:57Z,1,RanLet,,1
Unfortunately the item was not working…,"Unfortunately the item was not working correctly, it was returned for a refund",2023-05-11T23:00:00Z,2023-05-18T23:13:08Z,1,Mr Laurence Power,,13
I received an email to say the delivery…,I received an email to say the delivery was not achieved and that I should collect it from the place stated on the card. There was no card. So today I have walked to the PO parcel collection depot where there is no record of my parcel. I rang your office and was told it is at the PO in Queens road. How was I supposed to know that? This will entail two trips out and two phone calls to ensure delivery of a printer ink cartridge. If you packed it in a smaller package it would go through the letter box and save a lot of hassle. I am not impressed by this.,2023-05-02T23:00:00Z,2023-05-10T12:52:12Z,1,Charlotte Phillips,,3
A mix up with the order from the…,"A mix up with the order from the outset, 6 calls later to confirm it had not shipped, finally I received an email confirmation mid week I would get a refund as the lens I requires is on back order! Its 7 full days since the mix up and no refund. Missed job's and wasted lots of time. not good!",2023-04-23T00:00:00Z,2023-05-06T08:32:05Z,1,Mathew,,1
I haven’t received my package,I haven’t received my package,2023-05-03T23:00:00Z,2023-05-04T09:14:32Z,1,Zahra,,1
Delivery arrangements fell apart,"Delivery arrangements fell apart.  Took nearly a fortnight to arrive going to their shop in the City would have been surer.
ABW, jlt",2023-04-21T23:00:00Z,2023-05-02T17:49:58Z,1,"John L, Tooze",,1
Your finance Company,"Your finance Company
Their app is useless
They didn't contact me in 24hrs as stated
I didn't know there was a problem until i chased them
Still getting emails asking for my documents after i had recieved my purchase
The 2 guys at Wex i dealt with were  great though",2023-04-10T23:00:00Z,2023-04-28T09:38:44Z,1,customer,,1
First time customer experience,Went onto the Wex Photo 'Leeds' website on Thursday to check trail cameras. Showed a selection in stock and as a result travelled 27 miles to the store only to be told by staff that the stores didn't stock them as no one bought them. Came home ordered 1 on line and paid extra for next day delivery which was confirmed as 21.04.23. Waited in all day with no sign of delivery. Mid afternoon contacted Wex customer care who after putting me on hold for a short while told me that they had now arranged for a Saturday delivery with a time slot. Waited in again today with no sign of a time slot or delivery of item. At 15.00 item was still shown at delivery depot. I assume I won't be getting it today as the company only delivers until 2PM. Now left not knowing when or if the item will come but I won't be wasting my time waiting in for it. Would be reluctant to use this company in the future.,2023-04-22T00:00:00Z,2023-04-22T16:17:11Z,1,Graham Battye,,2
The service was so bad,The service was so bad,2023-04-09T23:00:00Z,2023-04-21T10:27:08Z,1,Ali,,2
I took an order last week,"I took an order last week, one of the items was in stock, another one is waiting stock, but I only received one item that was waiting stock one, in stock one I am not receive until now. Yesterday, I connected with consumer services, he said if he got reply, he will sent me email, but until now I haven’t received email. In addition I said I am in hurry to use these items, but until now, I haven’t received anything! I hope I will receive my order as soon as possible.",2023-04-07T00:00:00Z,2023-04-13T19:25:40Z,1,customer,,1
Delay delay not interested,It took 5 months for my order to be fulfilled and then when I asked for it to be sent next day delivery because of the delay and needing it for an event they forgot to do it next day so it has still not arrived. Their customer service was disinterested and unhelpful. I will not be using them again,2023-04-03T23:00:00Z,2023-04-10T17:30:04Z,1,Claire Brooks,,2
Service from Wex was very good as usual…,Service from Wex was very good as usual but..- Just getting fed up with the barrage of these 'Trustpilot' satisfaction surveys from all over the place whenever you shop on-line.,2023-03-13T00:00:00Z,2023-04-01T20:07:34Z,1,Geoffrey,,20
Unreliable.,"Unreliable.
Need to get deliveries on time.",2023-03-24T00:00:00Z,2023-03-30T10:34:59Z,1,PeterJ,,29
Poor delivery times!,Really had to laugh when I got an email from Wex asking how I would rate them on Trustpilot. I ordered a new lens on Thursday and paid for next day delivery. This is now Monday and it still hasn't arrived. I emailed Wex over the weekend to complain and suddenly I got a refund of my delivery fee. However I got no reply to my complaint or an explanation as to what has happened to my lens.,2023-03-20T00:00:00Z,2023-03-20T10:30:19Z,1,John Carroll,,12
I ordered the camera on 11-03-2023 and…,I ordered the camera on 11-03-2023 and I'm still waiting for the camera to arrive it is now the 18-03-2023. Very disappointed!,2022-03-18T00:00:00Z,2023-03-18T17:09:47Z,1,Lawrence Burrow,,5
Should be a zero,"Should be a zero 

Ordered a product to arrive on Sunday and paid extra for it.  Parcelforce claimed nobody was home when I was sat in the front window and was delivered the next s
Day.   2 emails to Rex and nobody replied",2023-03-12T00:00:00Z,2023-03-14T10:50:20Z,1,Martin Cole,,7
The company needs to have a serious…,"The company needs to have a serious discussion with Parcelforce. Either just doesn't bother to deliver the parcel, runs out of time on the route or leaves no card as to what is happening. Product still hasn't arrived.",2023-03-07T00:00:00Z,2023-03-13T10:48:17Z,1,Gareth Wood,,6
Very unreliable service,"Camera didn't arrive when promised. Wex admitted mistake and have me 25£ credit. Fair enough. Then wex failed to send camera for next day delivery a second time and when it finally arrived Wex had supplied wrong power cable with battery charger. Again Wex apologised and said they would sent missing part. Wex emailed me to say part was ordered but days later it still hadn't arrived. When I phoned Wex they said it had not been posted, by mistake. So I can't recommend Wex any more. Sadly, This transaction has shown they are not reliable.",2023-02-28T00:00:00Z,2023-03-06T10:17:48Z,1,Graham,,14
VERY  disappointed,"I consider Wex to be THE premier new and used camera store. Over the years I have purchased and sold a fair amount of new and used equipment through them. 

Recently I purchased a used XT1 from them only to find that it was defective. I had to return it, which in fairness was a simple and easy process. I opted for credit on my account and purchased another XT1 within the week. The second XT1 was also defective exhibiting a similar problem. I have owned and used an XT1 previously. Whilst it is easy to return, it shouldn't be the case that two cameras from the same place are both defective. Very disappointing indeed. My confidence in Wex has definitely taken a knock. 

On both occasions as soon as I turned the camera on it was apparent that something was wrong. The defects have been detailed to Wex and there is no need to labour them here. 

It is apparent that there is something wrong with the quality control system in checking the used equipment on these two occasions. Previously I have given glowing reviews for Wex but apart from the purchase and return experience (which is excellent) on this occasion I can only rate them as very poor.",2023-02-22T00:00:00Z,2023-03-05T12:35:41Z,1,nigel charlton,,32
Beware of poor devaluing and misleading…,"Beware of poor devaluing and misleading practice!! In store (Bristol) I handed over pristine equipment (9+ condition) and was given a fair valuation. The valuation was still lower than private seller average on e.g EBay. Surprisingly, a week later, some items were valued lower and a repair was deemed necessary on a lens. This knocked almost one-third off the store quotation. I felt I had no option but to accept this much lower price. Additionally, I then learnt even more money would be deducted for a cash payment (rather than exchange for goods). Overall a very disappointing and costly experience.
Looking at other reviews it looks like I’m not the only one experiencing this practice.",2023-03-03T00:00:00Z,2023-03-03T18:04:42Z,1,K from Bristol,,23
Delivery service.,"Your company needs to change the method of delivery. Parcel Force is a complete waste of time. On ordering items over the last few months on three occasions they have been delivered to the wrong address or just disappeared. With the last order I had text messages every morning stating delivery was 12.00 1.30pm the package appeared 5 days later. I challenged one driver and he informed me that, “He did not care”, and sped off with the wheels of the van spinning in the dirt of the road. 
Nothing against Wex but your delivery service is a disgrace.",2023-02-18T00:00:00Z,2023-03-01T12:17:58Z,1,Alan Warner,,1
